brand,model,milage,fuel_type,transmission,price,Horsepower,Engine_Displacement,age
0.4029292111280488,0.008683748281271636,0.12571005186465795,0.2579316420385468,0.21672557852297308,0.12296296296296295,0.32485875706214684,0.39869281045751637,0.34375
0.2076979166666667,0.0313838709601711,0.08555692763645345,0.527513633643566,0.5155306203505408,0.5334074074074073,0.36927277111754164,0.4117647058823529,0.09375
0.2624398148148148,0.013578834185000048,0.21931341071869598,0.7980894130570844,0.42074365889987614,0.2,0.4011299435028248,0.37254901960784315,0.28125
0.3853162457191781,0.024391609554537123,0.20721165719930848,0.527513633643566,0.21672557852297308,0.42962962962962964,0.31355932203389825,0.17647058823529413,0.21875
0.3998412102473498,0.005330949717074093,0.5974314645591504,0.527513633643566,0.22882215879521522,0.07851851851851852,0.2994350282485876,0.4901960784313726,0.71875
0.344906875,0.04016015648181459,0.05763398369967894,0.527513633643566,0.21672557852297308,0.5915111111111111,0.34039548022598864,0.37254901960784315,0.09375
0.3186367669753087,0.05183493636220685,0.030624845640898988,0.527513633643566,0.22882215879521522,0.762962962962963,0.44067796610169485,0.30718954248366015,0.09375
0.3072547238372093,0.06035037415555577,0.04469251667078291,0.527513633643566,0.3949914296074604,0.8888888888888888,0.4661016949152542,0.30718954248366015,0.0625
0.46234921875,0.02363220067974638,0.19683872561126206,0.527513633643566,0.22882215879521522,0.4146666666666667,0.4307909604519774,0.5686274509803921,0.34375
0.3080982421875,0.022027886566777857,0.15059026920227217,0.527513633643566,0.22882215879521522,0.21925925925925926,0.3319209039548022,0.3856209150326798,0.34375
0.2329983198924731,0.008356850421262376,0.18251420103729316,0.527513633643566,0.3046090157340909,0.13333333333333336,0.306497175141243,0.37254901960784315,0.65625
0.3552475328947368,0.05769328129342922,0.08681155840948383,0.527513633643566,0.4941885758240698,0.9888888888888889,0.6779661016949152,0.5686274509803921,0.1875
0.37074012445887444,0.002514598923148157,0.3294887626574463,0.2579316420385468,0.22882215879521522,0.037037037037037035,0.07062146892655366,0.20261437908496735,0.75
0.4029292111280488,0.03406993504989101,0.00672511731291677,0.527513633643566,0.702464971772641,0.8370962962962962,0.36927277111754164,0.37254901960784315,0.03125
0.37074012445887444,0.06336789286333355,0.12817979748085948,0.527513633643566,0.7629717261289664,0.874074074074074,0.40254237288135586,0.6078431372549019,0.09375
0.2076979166666667,0.03133190258242604,0.028525561867127687,0.527513633643566,0.3949914296074604,0.4488888888888889,0.29096045197740117,0.17647058823529413,0.0625
0.40796111918604655,0.05833366581919095,0.04297357372190665,0.527513633643566,0.22882215879521522,0.8591851851851852,0.44067796610169485,0.17647058823529413,0.09375
0.3998412102473498,0.022933142179111195,0.1701654729562855,0.527513633643566,0.4941885758240698,0.35111111111111115,0.5296610169491525,0.4901960784313726,0.28125
0.3853162457191781,0.020842127444567343,0.20197579649296124,0.2579316420385468,0.5155306203505408,0.28703703703703703,0.36927277111754164,0.17647058823529413,0.21875
0.40796111918604655,0.038039444333988356,0.07088169918498395,0.527513633643566,0.5156735229631417,0.6814814814814815,0.4124293785310734,0.30718954248366015,0.1875
0.3080982421875,0.008951972166407439,0.7411286737466041,0.527513633643566,0.22882215879521522,0.13185185185185183,0.3884180790960452,0.6601307189542484,0.5625
0.32567857142857143,0.004022352437467793,0.4220795258088417,0.527513633643566,0.22882215879521522,0.05924444444444445,0.29096045197740117,0.37254901960784315,0.40625
0.344906875,0.044858768389681024,0.2929118300815016,0.527513633643566,0.4941885758240698,0.6651851851851851,0.442090395480226,0.6601307189542484,0.25
0.3491980113636364,0.013981170012703752,0.2936527537663621,0.527513633643566,0.22882215879521522,0.2059259259259259,0.15536723163841806,0.22875816993464052,0.21875
0.3853162457191781,0.007039871145245581,0.30989133119288714,0.527513633643566,0.4941885758240698,0.1036888888888889,0.19915254237288135,0.17647058823529413,0.375
0.2076979166666667,0.00623620532940743,0.03976290442084466,0.527513633643566,0.22882215879521522,0.09185185185185185,0.14548022598870056,0.2679738562091504,0.53125
0.3998412102473498,0.02544673526269009,0.17263521857248704,0.527513633643566,0.22882215879521522,0.26666666666666666,0.24011299435028247,0.17647058823529413,0.3125
0.3080982421875,0.02313246605375274,0.46831069399851816,1.0,0.050678200284847985,0.17777777777777776,0.36927277111754164,0.30718954248366015,0.53125
0.3853162457191781,0.024331259180381568,0.13311928871326253,0.527513633643566,0.4941885758240698,0.5167407407407407,0.3389830508474576,0.30718954248366015,0.375
0.37074012445887444,0.04138728075631089,0.12657693257594468,0.527513633643566,0.702464971772641,0.6095851851851851,0.36927277111754164,0.6078431372549019,0.09375
0.13417489919354839,0.027157668370000096,0.05971844899975303,0.527513633643566,0.21672557852297308,0.4,0.22316384180790957,0.17647058823529413,0.21875
0.3186367669753087,0.015590513323518573,0.21992590763151396,0.527513633643566,0.22882215879521522,0.22962962962962963,0.2796610169491526,0.37254901960784315,0.25
